n_rpm,fz_mm,ap_mm,ae_mm,vib_x_mean_abs,vib_x_std,vib_x_rms,vib_x_peak,vib_y_mean_abs,vib_y_std,vib_y_rms,vib_y_peak,vib_z_mean_abs,vib_z_std,vib_z_rms,vib_z_peak,Ra_um,harm_1,harm_2,harm_3,harm_4,harm_5,harm_6,harm_7,harm_8
963.38,0.0473,0.505,2.893,0.026954,0.031459,0.031516,0.051759,0.018618,0.022036,0.022036,0.041513,0.010875,0.012554,0.012577,0.021578,0.2559,0.256178,0.113902,0.058065,0.036292,0.029654,0.020014,0.016018,0.013402
780.64,0.0976,2.248,4.106,0.295733,0.339661,0.339858,0.6112,0.199127,0.235751,0.23579,0.486049,0.12155,0.136159,0.136165,0.218534,1.6728,2.052095,0.73148,0.424075,0.265085,0.212835,0.125613,0.110513,0.090669
1166.99,0.0759,2.263,5.003,0.264623,0.29856,0.29856,0.473464,0.179887,0.203431,0.203582,0.354772,0.097695,0.118372,0.118395,0.23413,1.4831,1.572365,0.542889,0.381263,0.21756,0.157567,0.131384,0.11039,0.089519
1347.81,0.0674,2.908,7.575,0.360664,0.413967,0.413968,0.763113,0.261057,0.290024,0.290024,0.519335,0.137344,0.165545,0.165546,0.346794,1.7338,2.01639,0.664261,0.400796,0.288538,0.195841,0.158446,0.126513,0.108775
1299.96,0.11,0.817,1.25,0.068125,0.077098,0.077141,0.12846,0.04765,0.054494,0.054511,0.094565,0.025399,0.030919,0.030936,0.061736,0.6675,0.678926,0.246518,0.152177,0.106436,0.073315,0.057438,0.046047,0.036861
614.0,0.1461,2.462,4.078,0.490528,0.553507,0.55356,0.925308,0.341779,0.390983,0.391104,0.729611,0.204953,0.225694,0.225817,0.352998,3.3325,3.413418,1.301674,0.740295,0.557064,0.330089,0.281407,0.231493,0.180075
1484.66,0.1441,2.416,1.698,0.287586,0.349747,0.349747,0.739502,0.221268,0.243857,0.243868,0.421773,0.124062,0.13886,0.138871,0.25241,1.8838,2.046861,0.73486,0.432946,0.291475,0.203633,0.148501,0.131083,0.109395
1579.28,0.1019,2.18,3.891,0.273345,0.34052,0.340527,0.613913,0.213776,0.237675,0.237725,0.438159,0.119124,0.13502,0.135104,0.233353,1.456,1.610541,0.593996,0.379261,0.252306,0.184742,0.141945,0.113295,0.087991
709.95,0.0708,1.939,6.097,0.227508,0.26689,0.266891,0.483683,0.16779,0.184383,0.184383,0.343427,0.09025,0.106806,0.106806,0.173944,1.3408,1.452464,0.552997,0.306563,0.209383,0.150171,0.127658,0.093024,0.076138
1645.17,0.0893,1.755,6.058,0.269519,0.296125,0.296126,0.467633,0.174029,0.206766,0.206768,0.407817,0.103737,0.118459,0.118459,0.221393,1.3845,1.482295,0.623158,0.344851,0.231741,0.17302,0.120283,0.102185,0.076565
1324.73,0.1391,1.594,4.76,0.309102,0.371083,0.371118,0.663092,0.215556,0.25587,0.25598,0.527622,0.137986,0.14897,0.148986,0.233551,2.1013,2.035024,0.793413,0.520248,0.342431,0.232476,0.190312,0.158877,0.122166
1303.2,0.0709,2.966,6.154,0.346522,0.403615,0.403743,0.829275,0.244382,0.280356,0.280476,0.452089,0.142001,0.161243,0.161249,0.281623,1.7237,1.881963,0.633225,0.460653,0.307007,0.213074,0.147188,0.121849,0.099526
941.64,0.0726,1.594,5.183,0.170496,0.201574,0.20172,0.380794,0.119141,0.143338,0.143464,0.284083,0.068495,0.080976,0.081066,0.156062,1.0589,1.097976,0.444045,0.25955,0.159832,0.113377,0.100475,0.079979,0.055773
1959.34,0.0307,1.64,2.99,0.056421,0.066574,0.066574,0.118834,0.040579,0.046852,0.046853,0.074145,0.023266,0.026716,0.026717,0.049159,0.2541,0.286855,0.106468,0.068482,0.045212,0.033913,0.022472,0.019096,0.015227
2173.76,0.1314,0.583,6.719,0.133414,0.151868,0.151869,0.258172,0.093385,0.10638,0.106425,0.192747,0.05418,0.060579,0.060586,0.100334,1.0144,1.017397,0.398609,0.236807,0.160457,0.123016,0.072644,0.069796,0.054722
2297.54,0.1425,2.98,2.073,0.423675,0.469172,0.469268,0.744576,0.259448,0.32956,0.329642,0.64016,0.157134,0.187739,0.187778,0.374438,2.494,2.701235,1.070083,0.624528,0.402086,0.279001,0.233701,0.180588,0.156151
2374.65,0.0584,2.146,4.376,0.182246,0.200612,0.20063,0.292196,0.115758,0.139902,0.139918,0.268164,0.069342,0.079986,0.079996,0.138624,0.8464,0.987692,0.380029,0.217257,0.153035,0.096162,0.083944,0.059555,0.046061
2061.55,0.0336,0.866,4.81,0.041346,0.049142,0.049144,0.081798,0.031045,0.034338,0.034342,0.062081,0.018044,0.019481,0.019486,0.029398,0.2249,0.216198,0.097895,0.060153,0.03982,0.027637,0.022206,0.016333,0.012765
880.12,0.0543,0.882,2.914,0.055004,0.06338,0.06338,0.109293,0.036309,0.043289,0.043312,0.084021,0.021515,0.024872,0.024882,0.045721,0.39,0.411921,0.150695,0.095937,0.060138,0.044342,0.031428,0.027069,0.020538
911.94,0.0467,2.938,4.79,0.196775,0.229649,0.229657,0.385454,0.136774,0.161376,0.161388,0.307214,0.07606,0.091875,0.091877,0.151421,0.8411,0.852867,0.363445,0.234765,0.146931,0.105248,0.078613,0.065196,0.04672
774.46,0.0232,1.08,2.718,0.027579,0.031577,0.031587,0.05818,0.019609,0.022396,0.022412,0.0366,0.011586,0.012573,0.012576,0.019112,0.157,0.177154,0.066131,0.041184,0.026283,0.01626,0.015073,0.011492,0.008242
559.94,0.0703,0.979,3.474,0.088227,0.100398,0.100457,0.202634,0.060283,0.06945,0.069537,0.137475,0.031859,0.039707,0.039774,0.082033,0.714,0.660793,0.250885,0.147803,0.101515,0.077195,0.05918,0.047624,0.041657
565.79,0.0434,0.682,6.829,0.054804,0.059626,0.059702,0.105002,0.03433,0.041451,0.041528,0.087223,0.020906,0.024077,0.024098,0.048188,0.4222,0.416408,0.163991,0.092861,0.06299,0.042115,0.033678,0.026589,0.021316
2070.36,0.1231,1.079,5.802,0.211841,0.247045,0.247047,0.496539,0.148487,0.172926,0.172926,0.352938,0.084871,0.09757,0.097587,0.195355,1.3472,1.57383,0.558572,0.309049,0.201901,0.1589,0.10356,0.104563,0.065741
1385.37,0.1191,1.827,7.177,0.396917,0.450888,0.450961,0.901927,0.262855,0.310341,0.310342,0.600053,0.151222,0.176977,0.176979,0.35628,2.2117,2.797576,0.868156,0.53389,0.341082,0.237462,0.184574,0.150614,0.123519
2222.55,0.0437,0.662,7.445,0.053514,0.060261,0.06027,0.100919,0.03631,0.042635,0.042636,0.085004,0.020233,0.024295,0.024296,0.043663,0.295,0.291,0.118327,0.067063,0.043433,0.035621,0.027401,0.020974,0.018648
2742.99,0.0726,0.794,7.975,0.103127,0.124842,0.124856,0.269426,0.073762,0.087886,0.087895,0.16835,0.043077,0.050102,0.05011,0.095647,0.6704,0.745506,0.257862,0.157433,0.113148,0.079547,0.067788,0.047407,0.041157
2064.57,0.0537,1.311,3.864,0.096921,0.106372,0.106384,0.194407,0.062781,0.074704,0.074708,0.158528,0.038064,0.042659,0.042661,0.067615,0.5182,0.599027,0.205397,0.134832,0.086333,0.062781,0.050138,0.041022,0.03258
2114.05,0.0257,2.951,2.785,0.082096,0.096835,0.096835,0.168941,0.060602,0.068179,0.068182,0.10735,0.032724,0.038847,0.038848,0.068267,0.3368,0.328438,0.166696,0.09786,0.060432,0.048541,0.035757,0.02678,0.024293
1954.35,0.1266,1.851,7.439,0.430791,0.490721,0.490723,0.785734,0.302613,0.343098,0.343098,0.59371,0.179115,0.196212,0.196212,0.349982,2.2058,2.52418,0.851074,0.545957,0.355679,0.259095,0.207677,0.14202,0.124846
2891.69,0.063,2.94,4.192,0.244921,0.291353,0.291384,0.566163,0.177118,0.202729,0.202729,0.357467,0.098059,0.115654,0.115655,0.225511,1.2122,1.310394,0.548331,0.322374,0.21018,0.157699,0.118495,0.095647,0.074593
2228.35,0.0305,2.755,7.231,0.153541,0.173897,0.173898,0.272075,0.106278,0.121882,0.121883,0.239729,0.061368,0.069501,0.069502,0.121966,0.6736,0.799074,0.256787,0.166864,0.123702,0.091284,0.063964,0.050389,0.046286
2758.32,0.0517,0.993,2.14,0.050918,0.057659,0.057669,0.093298,0.036245,0.040426,0.040436,0.063749,0.02046,0.022933,0.022935,0.038407,0.2663,0.294977,0.117169,0.066587,0.047499,0.033993,0.025751,0.020707,0.015958
1289.42,0.1183,2.064,1.082,0.16157,0.192086,0.192306,0.402005,0.118948,0.135447,0.135465,0.275675,0.066881,0.07682,0.076918,0.143357,1.2432,1.383296,0.503295,0.265306,0.182464,0.125049,0.108583,0.081077,0.071133
1803.08,0.0242,1.507,3.088,0.042925,0.04916,0.04916,0.088707,0.030101,0.034385,0.034386,0.070717,0.017226,0.01965,0.01965,0.033608,0.1984,0.207613,0.090357,0.052806,0.032046,0.026477,0.018764,0.015489,0.013223
2081.75,0.0291,1.321,6.941,0.070436,0.077266,0.077273,0.123817,0.049143,0.054583,0.054584,0.102546,0.02665,0.031209,0.031209,0.056727,0.3155,0.383166,0.144413,0.082634,0.048716,0.037677,0.029525,0.025644,0.020144
2947.99,0.0921,0.564,7.09,0.090713,0.106089,0.10609,0.218939,0.065074,0.074037,0.074037,0.13923,0.037976,0.042357,0.042357,0.067311,0.5608,0.632348,0.242017,0.137692,0.094072,0.060096,0.050986,0.041226,0.034051
1353.88,0.1478,1.313,1.898,0.179079,0.205699,0.205702,0.351953,0.130885,0.143613,0.143614,0.26211,0.069328,0.081939,0.081939,0.160202,1.6256,1.654148,0.557682,0.37965,0.238268,0.199116,0.138699,0.10801,0.081814
511.86,0.046,0.949,5.699,0.073989,0.082059,0.082071,0.136831,0.048162,0.055957,0.056313,0.101978,0.029478,0.0323,0.032544,0.053093,0.4709,0.546804,0.193081,0.101338,0.073757,0.056817,0.037596,0.031004,0.025111
2975.04,0.1359,2.532,1.563,0.286139,0.329599,0.329614,0.560587,0.202608,0.230227,0.230241,0.403143,0.11378,0.132292,0.132294,0.247164,1.7672,1.912985,0.789841,0.416863,0.286638,0.20861,0.161712,0.14222,0.106905
2171.5,0.1171,1.298,7.448,0.276209,0.319794,0.319816,0.605409,0.197063,0.223123,0.223221,0.371418,0.111027,0.126659,0.126702,0.252868,1.6069,1.772413,0.733989,0.397928,0.266878,0.185946,0.148262,0.116638,0.093733
1012.4,0.0493,2.927,5.152,0.218945,0.254678,0.254699,0.525268,0.146733,0.170684,0.170963,0.366218,0.092797,0.101246,0.101247,0.18224,0.8798,0.883123,0.362281,0.215432,0.143684,0.109802,0.082523,0.071033,0.050987
1785.05,0.093,2.381,3.218,0.26892,0.305873,0.305875,0.578263,0.188182,0.213525,0.213532,0.346213,0.107166,0.121761,0.121767,0.222017,1.4316,1.567987,0.603459,0.339835,0.212372,0.158857,0.15346,0.095683,0.081922
2617.37,0.1296,2.262,2.306,0.310189,0.343371,0.343473,0.616273,0.202225,0.238516,0.238516,0.466495,0.111792,0.137375,0.137412,0.285907,1.6619,1.902115,0.755319,0.385899,0.301411,0.179294,0.155872,0.108208,0.101142
1475.26,0.1476,2.748,5.979,0.656253,0.747502,0.74782,1.566074,0.494375,0.534159,0.534183,0.781221,0.272135,0.306175,0.306185,0.479966,3.0911,3.506774,1.370512,0.75176,0.533677,0.363631,0.286968,0.238731,0.163405
1852.25,0.0919,2.468,1.114,0.15936,0.184625,0.184657,0.322137,0.114221,0.12905,0.12906,0.234342,0.063761,0.073899,0.073931,0.12163,0.7777,0.837794,0.326725,0.180713,0.134529,0.098873,0.067965,0.051888,0.044443
1009.15,0.1229,0.698,3.579,0.106667,0.123319,0.123463,0.226758,0.07245,0.08643,0.086516,0.142825,0.045415,0.049568,0.049598,0.074023,1.2477,1.307723,0.4697,0.281965,0.185297,0.124359,0.089004,0.079579,0.063518
2791.56,0.1333,2.708,5.801,0.594669,0.668834,0.668915,1.164977,0.411683,0.469001,0.469043,0.824163,0.227217,0.267217,0.267232,0.485872,2.6176,2.815637,1.046425,0.734619,0.47432,0.317622,0.255856,0.204473,0.175985
2696.86,0.0416,1.65,3.161,0.082553,0.09366,0.09366,0.144689,0.051386,0.065472,0.065472,0.117656,0.032783,0.037456,0.037456,0.070073,0.3721,0.377466,0.162362,0.095403,0.067243,0.052123,0.032639,0.029009,0.023306
2577.82,0.0811,1.978,2.971,0.190363,0.211523,0.211525,0.315349,0.131007,0.148536,0.148536,0.2559,0.072559,0.084588,0.084589,0.157388,0.9235,1.031756,0.40226,0.237741,0.145826,0.115372,0.09246,0.066557,0.060597
2629.78,0.0937,1.482,3.713,0.177415,0.20469,0.204709,0.3218,0.12077,0.143954,0.143975,0.253794,0.07264,0.081634,0.081651,0.151906,1.0128,1.019785,0.469895,0.233841,0.167788,0.127021,0.101022,0.076791,0.065861
2507.51,0.0219,2.425,4.775,0.076404,0.08955,0.089551,0.175641,0.055676,0.062303,0.062308,0.107737,0.031778,0.035794,0.035794,0.055913,0.3006,0.335251,0.121711,0.086428,0.056697,0.038932,0.030008,0.026412,0.020247
2343.77,0.0461,0.73,3.081,0.040324,0.045646,0.045647,0.077868,0.029086,0.031617,0.031626,0.053004,0.015292,0.018134,0.018134,0.038604,0.2303,0.257002,0.099702,0.055597,0.041274,0.027855,0.02237,0.017845,0.013319
2855.35,0.0622,2.58,1.57,0.129291,0.154152,0.154152,0.295845,0.090482,0.107894,0.107894,0.17192,0.055166,0.06171,0.06171,0.102651,0.6537,0.672914,0.285448,0.189416,0.116237,0.070876,0.060208,0.049921,0.039529
2485.92,0.0675,1.519,4.266,0.151433,0.162941,0.162974,0.235126,0.091659,0.113935,0.113964,0.236307,0.051851,0.064793,0.064805,0.116926,0.7418,0.802033,0.306957,0.167482,0.126667,0.084499,0.069635,0.059742,0.042395
1108.56,0.0302,1.255,6.015,0.062414,0.071589,0.071628,0.130757,0.045008,0.050202,0.050249,0.094905,0.025019,0.028742,0.028768,0.050099,0.2947,0.311387,0.141133,0.071418,0.04889,0.040023,0.027001,0.021009,0.017743
1131.86,0.0471,2.508,2.304,0.107198,0.136778,0.136944,0.263146,0.083008,0.096501,0.096502,0.185979,0.047211,0.05484,0.054912,0.097159,0.6627,0.714943,0.258936,0.148236,0.123816,0.076351,0.059556,0.052927,0.038724
2706.96,0.0844,1.641,3.452,0.166245,0.197487,0.197488,0.334679,0.120071,0.138364,0.138365,0.263174,0.071872,0.078941,0.078941,0.118752,0.9226,0.942647,0.426972,0.230349,0.159335,0.110003,0.08867,0.070788,0.058378
1156.51,0.0939,2.207,4.372,0.273094,0.326339,0.326769,0.584804,0.210913,0.232233,0.232328,0.368952,0.119337,0.13334,0.133348,0.222182,1.6228,2.026812,0.692576,0.417749,0.254628,0.169933,0.126566,0.110895,0.091482
1257.21,0.0565,2.308,2.564,0.135101,0.157882,0.157919,0.267118,0.102423,0.112169,0.112278,0.188753,0.055233,0.064405,0.064462,0.124398,0.729,0.746311,0.294689,0.184827,0.111292,0.092711,0.056146,0.052776,0.044589
1656.84,0.1287,2.09,4.337,0.379939,0.430146,0.430151,0.75977,0.254581,0.300306,0.300306,0.58655,0.151092,0.171559,0.171559,0.287209,2.3532,2.372555,1.053959,0.596096,0.368794,0.28293,0.223891,0.15255,0.128214
1792.94,0.049,0.992,7.06,0.083607,0.099081,0.099082,0.186086,0.059875,0.069465,0.069465,0.140099,0.035117,0.03973,0.03973,0.079469,0.4633,0.551161,0.179226,0.116611,0.073879,0.058198,0.037723,0.034714,0.025688
692.31,0.1467,0.878,2.326,0.118709,0.146568,0.147159,0.305829,0.088153,0.102999,0.103304,0.188358,0.051757,0.061977,0.062003,0.110874,1.3385,1.474615,0.554373,0.304609,0.184117,0.121887,0.105175,0.087834,0.067647
2447.48,0.0971,2.737,5.172,0.402136,0.463725,0.463735,0.862456,0.27384,0.326804,0.326889,0.562793,0.166761,0.185394,0.185394,0.310861,1.7949,2.052066,0.763828,0.461128,0.314302,0.247276,0.180675,0.143232,0.118898
637.41,0.0869,2.56,1.003,0.16075,0.173316,0.17375,0.245503,0.108839,0.121113,0.121142,0.207708,0.054953,0.066949,0.066966,0.146284,0.903,0.891591,0.407242,0.211228,0.141388,0.105935,0.078887,0.057609,0.046483
2279.15,0.1192,2.164,4.887,0.385731,0.438915,0.438966,0.714859,0.271987,0.304889,0.304889,0.51235,0.152003,0.175227,0.175244,0.342905,1.898,2.046389,0.79683,0.444399,0.313145,0.254127,0.173529,0.149653,0.116859
1385.29,0.0743,1.45,5.038,0.159112,0.184689,0.184695,0.353901,0.111456,0.129376,0.129387,0.247635,0.064694,0.074365,0.074393,0.135689,0.9638,1.12184,0.382016,0.210166,0.143201,0.103373,0.080758,0.063452,0.059816
2526.11,0.1096,0.733,7.771,0.147803,0.172156,0.172159,0.358372,0.103416,0.119644,0.119655,0.224495,0.059157,0.068768,0.068771,0.144366,1.0625,1.173868,0.451828,0.251215,0.177957,0.135475,0.09698,0.08401,0.058154
1250.93,0.1108,2.393,1.09,0.191749,0.212261,0.212431,0.40197,0.130919,0.147114,0.147118,0.295947,0.073362,0.086243,0.08635,0.156847,1.1853,1.355873,0.460637,0.302879,0.204658,0.149371,0.109006,0.085133,0.061537
1325.98,0.1339,2.83,3.014,0.451246,0.506385,0.506425,0.82903,0.296993,0.353378,0.353437,0.745229,0.164352,0.201749,0.201786,0.402197,2.1878,2.149219,1.015775,0.568948,0.354025,0.247116,0.214667,0.157249,0.135319
1717.33,0.0527,2.365,6.62,0.210788,0.245114,0.245255,0.437923,0.147191,0.173036,0.173042,0.366083,0.086007,0.097662,0.097693,0.194478,0.9126,0.96446,0.41697,0.226154,0.154076,0.109928,0.095535,0.06239,0.055508
2342.91,0.0256,1.377,7.526,0.063238,0.073943,0.073946,0.128267,0.045245,0.052168,0.052173,0.097308,0.024708,0.0297,0.029706,0.060821,0.2705,0.291415,0.118555,0.075991,0.0512,0.036447,0.025476,0.021876,0.016837
2019.87,0.0633,1.752,7.388,0.197246,0.230408,0.230497,0.431594,0.140113,0.161114,0.161177,0.305697,0.083883,0.092369,0.092414,0.149202,0.8142,0.970621,0.385661,0.236689,0.140776,0.104466,0.077167,0.061123,0.049665
1496.96,0.1093,0.931,6.526,0.174924,0.199256,0.199257,0.329857,0.123258,0.139729,0.139729,0.278045,0.068004,0.079633,0.079634,0.16629,1.2741,1.352189,0.571134,0.307576,0.193644,0.155253,0.10673,0.080907,0.068759
1875.85,0.1304,2.553,1.273,0.236733,0.289608,0.289754,0.600277,0.164499,0.199739,0.199783,0.434575,0.100428,0.116301,0.116314,0.208304,1.7839,1.927153,0.744366,0.421877,0.274886,0.181807,0.151871,0.125939,0.111352
923.02,0.0412,2.747,7.532,0.197821,0.238091,0.238158,0.450811,0.150696,0.168603,0.168699,0.270347,0.076219,0.094282,0.094285,0.203465,1.0152,1.165112,0.446775,0.246037,0.177503,0.111695,0.098344,0.070273,0.058669
1286.23,0.0678,1.271,4.475,0.12944,0.14139,0.141425,0.228798,0.080021,0.097659,0.097717,0.177902,0.049078,0.056541,0.056566,0.104152,0.7612,0.768208,0.320192,0.200361,0.121139,0.085378,0.067698,0.05367,0.043693
2105.85,0.0235,1.337,6.717,0.053559,0.062414,0.062414,0.106494,0.036594,0.043672,0.043673,0.084577,0.021525,0.025025,0.025025,0.044697,0.2395,0.250926,0.101417,0.065106,0.040189,0.031807,0.020983,0.015813,0.014339
2010.6,0.0271,2.978,5.952,0.132141,0.149838,0.14984,0.254853,0.090024,0.106233,0.106235,0.203191,0.050731,0.059956,0.059959,0.118416,0.5739,0.633385,0.234599,0.133874,0.109521,0.075102,0.050961,0.047757,0.035784
866.1,0.0855,2.059,7.724,0.300967,0.379307,0.379388,0.723166,0.226823,0.258804,0.25914,0.419543,0.121421,0.145544,0.145816,0.293488,1.9687,2.23672,0.78639,0.461314,0.315444,0.228537,0.168686,0.124156,0.123412
2586.42,0.0582,1.559,7.509,0.174833,0.190392,0.190392,0.294572,0.113959,0.132696,0.132697,0.246533,0.069063,0.076903,0.076919,0.121367,0.7213,0.729226,0.336135,0.19053,0.122335,0.095806,0.073447,0.061364,0.041828
2234.8,0.1367,2.644,3.595,0.44901,0.526991,0.526996,1.026263,0.334311,0.367949,0.367958,0.605899,0.180532,0.2101,0.210107,0.387142,2.5674,2.821958,1.198536,0.650823,0.467585,0.336537,0.242531,0.202366,0.153505
2674.98,0.1316,1.751,3.369,0.283093,0.322151,0.322187,0.587431,0.200313,0.227392,0.227395,0.388973,0.112179,0.13034,0.130341,0.257786,1.4701,1.749854,0.687567,0.33244,0.23075,0.158511,0.141498,0.107617,0.088779
2783.18,0.0531,1.931,1.881,0.090014,0.10778,0.107786,0.187788,0.066078,0.07525,0.075255,0.134352,0.038688,0.043211,0.043221,0.07448,0.4482,0.512269,0.209972,0.115364,0.076008,0.05755,0.042601,0.035933,0.025529
748.59,0.0879,2.493,1.893,0.209177,0.231247,0.231247,0.424769,0.136489,0.162086,0.162086,0.281316,0.075948,0.092602,0.092602,0.162647,1.161,1.166012,0.542382,0.265852,0.160654,0.146204,0.112101,0.075769,0.069287
1382.69,0.0486,0.53,1.268,0.019432,0.022057,0.022058,0.038764,0.013351,0.015564,0.015567,0.027919,0.007769,0.008816,0.008816,0.015298,0.169,0.177456,0.07112,0.037827,0.0278,0.019386,0.012995,0.011233,0.009118
665.96,0.1077,2.249,4.509,0.343463,0.385658,0.386526,0.635742,0.231225,0.269418,0.269641,0.554092,0.138633,0.159067,0.159724,0.304327,2.0245,2.056396,0.863235,0.489901,0.293491,0.226381,0.165015,0.141523,0.106514
968.54,0.0883,0.657,1.077,0.037791,0.045863,0.045944,0.093981,0.029057,0.032935,0.032948,0.058484,0.015827,0.01855,0.018589,0.031614,0.4958,0.537889,0.190754,0.109496,0.064774,0.048662,0.035738,0.033842,0.025897
2443.95,0.0398,1.326,2.49,0.053802,0.06389,0.063897,0.126761,0.035959,0.044752,0.044758,0.092995,0.021962,0.025472,0.025473,0.048299,0.2932,0.314553,0.114922,0.068494,0.048501,0.035801,0.026954,0.021186,0.018879
979.03,0.0509,0.827,2.79,0.047075,0.053845,0.05395,0.090676,0.03339,0.038229,0.038239,0.062159,0.017099,0.021334,0.021346,0.041164,0.3438,0.369914,0.148289,0.074054,0.05473,0.038685,0.027879,0.023274,0.018896
1278.91,0.1218,2.965,5.339,0.537396,0.645,0.645217,1.29806,0.408921,0.451693,0.451697,0.835116,0.228194,0.258988,0.259041,0.405286,2.8062,2.808775,1.252401,0.705588,0.513502,0.310121,0.232013,0.189537,0.140444
2343.88,0.1414,0.732,7.117,0.176912,0.21357,0.21357,0.386152,0.131114,0.148285,0.148314,0.246971,0.076201,0.084349,0.084376,0.127504,1.5327,1.665472,0.601326,0.327541,0.221646,0.172138,0.136331,0.12466,0.092066
2661.06,0.1419,1.872,6.739,0.463536,0.529822,0.529868,1.084605,0.319107,0.371807,0.371817,0.660213,0.190674,0.212004,0.21202,0.341793,2.5268,2.711258,1.12404,0.586511,0.402538,0.306641,0.21097,0.214287,0.137701
1444.62,0.0619,2.805,7.53,0.298368,0.367918,0.367944,0.746618,0.227873,0.255293,0.255302,0.431421,0.127357,0.145761,0.145762,0.240397,1.3254,1.4771,0.578967,0.373846,0.20729,0.163356,0.123973,0.097889,0.081999
1354.61,0.0707,1.326,5.921,0.155916,0.175781,0.175784,0.331037,0.102078,0.122318,0.122318,0.212583,0.060006,0.069951,0.069952,0.125517,0.8099,0.918292,0.31748,0.194115,0.126624,0.097089,0.078956,0.057844,0.046635
1904.67,0.142,2.79,3.404,0.470207,0.560426,0.560587,1.044827,0.364173,0.393816,0.393817,0.683897,0.205251,0.225266,0.225304,0.39981,2.5316,2.837021,1.025598,0.65023,0.429633,0.300172,0.247742,0.174812,0.16427
504.8,0.1271,0.723,3.544,0.120401,0.134811,0.134817,0.221285,0.082239,0.092335,0.092816,0.164916,0.047714,0.053033,0.053364,0.100524,1.4084,1.510228,0.501018,0.309469,0.212874,0.153542,0.114435,0.094454,0.069755
1080.47,0.0461,0.971,6.28,0.072542,0.085238,0.085249,0.180284,0.054886,0.060955,0.060997,0.098579,0.029059,0.035147,0.03518,0.067394,0.4546,0.499588,0.190074,0.105585,0.075957,0.056469,0.036263,0.032401,0.025337
2839.31,0.0375,0.798,4.719,0.040459,0.049732,0.049733,0.095838,0.028027,0.034938,0.034938,0.063896,0.018208,0.019952,0.019952,0.028751,0.2032,0.215033,0.088267,0.050889,0.038842,0.028255,0.01965,0.015506,0.01284
2908.24,0.128,1.302,3.516,0.204773,0.238504,0.238514,0.499663,0.147038,0.168133,0.168158,0.308121,0.086787,0.096413,0.096437,0.150247,1.5412,1.584092,0.615003,0.344916,0.254264,0.171835,0.15565,0.112136,0.104777
2969.78,0.1363,2.954,3.023,0.479531,0.533265,0.533331,0.960415,0.316268,0.377468,0.377472,0.785112,0.185432,0.214603,0.214615,0.357617,2.0996,2.504214,0.924263,0.547647,0.397851,0.296429,0.203747,0.167879,0.122452
532.91,0.1275,0.813,7.454,0.183295,0.211061,0.212266,0.413245,0.142596,0.153131,0.154035,0.23942,0.074173,0.087831,0.088287,0.180208,1.8575,1.729104,0.78271,0.415844,0.302135,0.207417,0.138903,0.110481,0.090139
612.03,0.086,2.376,6.943,0.345056,0.41788,0.418042,0.880566,0.249578,0.28666,0.28666,0.506566,0.149185,0.164514,0.164528,0.317621,1.9364,2.276408,0.884565,0.450379,0.286926,0.238498,0.163098,0.141286,0.104865
1677.81,0.0702,1.403,2.401,0.102607,0.117251,0.117266,0.186528,0.06895,0.081915,0.081926,0.144535,0.039436,0.046844,0.046851,0.09509,0.6974,0.891051,0.29038,0.187913,0.112995,0.08434,0.059209,0.048851,0.039468
1949.65,0.0983,2.339,4.38,0.324896,0.36901,0.36901,0.645815,0.229131,0.258273,0.258273,0.409964,0.12868,0.147646,0.147646,0.239499,1.5383,1.734055,0.684885,0.363283,0.257604,0.191483,0.141023,0.119356,0.086553
1759.39,0.0736,2.377,2.319,0.190121,0.204687,0.204687,0.328633,0.124022,0.141569,0.14162,0.262781,0.073083,0.081509,0.081525,0.139298,0.9259,0.961537,0.401912,0.243929,0.17281,0.111698,0.082539,0.067814,0.055592
2287.77,0.0205,0.941,7.573,0.037092,0.040661,0.040663,0.0652,0.025149,0.028489,0.028492,0.05781,0.014666,0.016254,0.016255,0.028862,0.1514,0.183555,0.062618,0.04284,0.026806,0.018178,0.015276,0.012614,0.009928
791.04,0.1003,1.644,3.324,0.200057,0.226886,0.226891,0.381137,0.14047,0.158522,0.158532,0.26983,0.080749,0.092432,0.092468,0.17391,1.2823,1.432164,0.470978,0.311104,0.204753,0.137536,0.110889,0.078597,0.074249
1963.11,0.0842,2.711,5.991,0.378024,0.428808,0.428816,0.72819,0.257526,0.300622,0.300631,0.621963,0.144161,0.171634,0.171638,0.348916,1.7771,1.970378,0.803595,0.466292,0.294689,0.235312,0.14995,0.133073,0.11038
1018.78,0.1163,2.717,3.735,0.413882,0.4699,0.4699,0.851406,0.275893,0.328265,0.328381,0.577858,0.170146,0.187788,0.187843,0.290985,2.3167,2.829318,0.946823,0.586175,0.395568,0.262897,0.205302,0.151241,0.128807
2671.38,0.1205,1.407,7.37,0.28744,0.352647,0.352673,0.741061,0.2045,0.245088,0.245123,0.509321,0.124293,0.140552,0.140567,0.235612,1.7678,2.032347,0.714757,0.439176,0.310183,0.223943,0.161584,0.121096,0.116078
2727.07,0.0255,1.617,3.762,0.055537,0.061244,0.061245,0.110189,0.03966,0.042897,0.042898,0.063075,0.022182,0.024605,0.024607,0.039151,0.24,0.278315,0.104676,0.062877,0.04032,0.02778,0.02605,0.017805,0.017688
